ID,E (GPa),sy1,sy (GPa),n,hm (um),nu,base2,ref,refi,localstringt2D,Wp/Wt,C (GPa),dP/dh (N/m)
679,177.128,0.77102177,3.85,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=177.128 sy=3.85 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=679,,,
680,73.432,0.561384659,3.74,0.5,0.15,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=73.432 sy=3.74 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13 prefix=680,,,
681,83.518,0.698605786,2.79,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=83.518 sy=2.79 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=681,,,
682,161.724,1.4218142,4.06,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=161.724 sy=4.06 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=682,,,
683,200.938,1.791465339,3.98,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.938 sy=3.98 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=683,,,
684,125.17298,1.46212455,14.62,0.5,0.1,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=125.17298 sy=14.62 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13 prefix=684,,,
685,168.884,2.388292291,7.96,0.5,0.3,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=168.884 sy=7.96 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13 prefix=685,,,
686,122.034,1.8229105,4.55,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.034 sy=4.55 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=686,,,
687,33.366,0.551258765,1.1,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=33.366 sy=1.1 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=687,,,
688,76.098,1.273039936,2.12,0.5,0.6,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=76.098 sy=2.12 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13 prefix=688,,,
689,100.806,1.969671916,2.81,0.5,0.7,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.806 sy=2.81 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13 prefix=689,,,
690,74.168,1.504071357,7.52,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=74.168 sy=7.52 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=690,,,
691,185.734,4.697898647,31.31,0.5,0.15,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=185.734 sy=31.31 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13b prefix=691,,,
692,21.538,0.683477487,2.73,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=21.538 sy=2.73 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=692,,,
693,145.74,5.298021123,15.13,0.5,0.35,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=15.13 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13 prefix=693,,,
694,10,0.3,0.66,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=694,,,
695,24.52,0.0368,0.36,0.5,0.1,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.52 sy=0.36 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13b prefix=695,,,
696,200.94,1.7915,5.97,0.5,0.3,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.94 sy=5.97 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13b prefix=696,,,
697,122.03,1.8229,4.55,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.03 sy=4.55 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=697,,,
698,100.81,1.9697,3.93,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.81 sy=3.93 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=698,,,
699,145.74,5.298,8.83,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=8.83 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=699,,,
